"PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Sale.Type","Sale.Condition","SalePrice"
910205130,50,"RM",75,13710,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",12,"Norm","Norm","1Fam","1.5Fin",5,5,1950,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",420,"Unf",0,490,910,"GasA","TA","Y","FuseA",910,648,0,1558,0,0,1,1,4,1,"TA",6,"Typ",0,"NA","Attchd",1950,"Unf",1,282,"TA","TA","Y",289,0,0,0,0,0,"NA","MnPrv","NA",0,"WD ","Normal",162552.448163614
527254070,20,"RL",69,11302,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",25,"Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","Other","BrkFace",238,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1422,"Unf",0,392,1814,"GasA","Ex","Y","SBrkr",1826,0,0,1826,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",3,758,"TA","TA","Y",180,75,0,0,120,0,"NA","NA","NA",0,"New","Partial",351931.001449468
535378120,30,"RL",60,10230,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl",21,"Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1054,1054,"GasA","Ex","Y","SBrkr",1078,0,0,1078,0,0,1,0,3,1,"Ex",6,"Typ",0,"NA","Detchd",1987,"Unf",1,264,"TA","TA","N",0,0,0,0,112,0,"NA","GdWo","NA",0,"WD ","Normal",148249.769591043
902106120,30,"RM",56,4480,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",21,"Artery","Norm","1Fam","1Story",5,5,1922,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","Fa","Fa","No","LwQ",782,"Unf",0,240,1022,"GasA","TA","N","FuseF",1022,0,0,1022,1,0,1,0,2,1,"Fa",4,"Typ",1,"Gd","Detchd",1922,"Unf",1,184,"TA","Fa","N",0,122,20,0,0,0,"NA","MnPrv","NA",0,"WD ","Normal",100195.346731038
905106140,60,"RL",80,9364,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",22,"Norm","Norm","1Fam","2Story",6,7,1969,1969,"Gable","CompShg","HdBoard","HdBoard","Stone",143,"TA","TA","CBlock","TA","TA","No","ALQ",371,"Unf",0,292,663,"GasA","TA","Y","SBrkr",663,689,0,1352,0,0,1,1,4,1,"TA",7,"Typ",0,"NA","Attchd",1969,"Fin",1,299,"TA","TA","Y",379,36,0,0,0,0,"NA","MnPrv","NA",0,"WD ","Normal",189417.808047325
905109170,20,"RL",,20062,"Pave","NA","IR1","Low","AllPub","Inside","Mod",5,"Norm","Norm","1Fam","1Story",7,7,1977,2001,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1092,"Unf",0,328,1420,"GasA","Gd","Y","SBrkr",1483,0,0,1483,1,0,1,1,1,1,"TA",4,"Typ",2,"TA","Attchd",1977,"RFn",2,690,"TA","TA","Y",496,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",326327.122881131
528144030,60,"RL",86,11065,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",19,"Norm","Norm","1Fam","2Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",788,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1085,1085,"GasA","Ex","Y","SBrkr",1120,850,0,1970,0,0,2,1,3,1,"Ex",8,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,753,"TA","TA","Y",177,74,0,0,0,0,"NA","NA","NA",0,"New","Partial",350683.180676756
902207080,20,"RM",49,5820,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",21,"Norm","Norm","1Fam","1Story",3,8,1955,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",256,"Unf",0,906,1162,"GasA","Ex","Y","SBrkr",1163,0,0,1163,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",151877.192346584
531477020,20,"RH",60,8400,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",23,"Feedr","Norm","1Fam","1Story",4,4,1950,1950,"Gable","CompShg","Wd Sdng","AsbShng","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,721,721,"GasA","Gd","Y","SBrkr",841,0,0,841,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","CarPort",1950,"Unf",1,294,"TA","TA","N",250,0,24,0,0,0,"NA","NA","NA",0,"WD ","Normal",90099.6684616491
527325090,60,"RL",61,11339,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",20,"PosA","Norm","1Fam","2Story",7,5,1979,1979,"Hip","WdShake","HdBoard","Plywood","BrkFace",549,"TA","TA","CBlock","Gd","TA","No","ALQ",758,"Unf",0,22,780,"GasA","TA","Y","SBrkr",1085,845,0,1930,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1979,"Fin",2,481,"TA","TA","Y",192,72,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",212458.186338579
534252270,60,"RL",,9900,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",20,"Feedr","Norm","1Fam","2Story",7,5,1968,1968,"Gable","CompShg","MetalSd","MetalSd","BrkFace",342,"TA","TA","CBlock","TA","TA","No","BLQ",552,"Unf",0,280,832,"GasA","Gd","Y","SBrkr",1098,880,0,1978,0,0,2,1,4,1,"TA",9,"Typ",1,"Gd","Attchd",1968,"RFn",2,486,"TA","TA","Y",0,43,0,0,0,0,"NA","GdPrv","NA",0,"WD ","Normal",201821.176842956
902207170,30,"RM",60,8520,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",21,"Norm","Norm","1Fam","1Story",5,8,1923,1950,"Gable","CompShg","Stucco","Stucco","None",0,"Gd","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,624,624,"GasA","TA","Y","SBrkr",792,0,0,792,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1963,"Unf",1,287,"TA","TA","Y",0,0,81,0,0,0,"NA","GdWo","NA",0,"WD ","Normal",121422.804899426
909425140,20,"RL",110,14442,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",7,"Norm","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd",1957,"Fin",2,416,"TA","TA","Y",0,87,0,0,200,0,"NA","NA","NA",0,"WD ","Normal",276194.485200786
528142140,60,"RL",85,10574,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",19,"Norm","Norm","1Fam","2Story",8,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",126,"Gd","TA","PConc","Ex","TA","No","GLQ",856,"Unf",0,292,1148,"GasA","Ex","Y","SBrkr",1170,1162,0,2332,1,0,2,1,4,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,756,"TA","TA","Y",224,142,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",375791.611876722
528292040,60,"RL",,24682,"Pave","NA","IR3","Lvl","AllPub","CulDSac","Gtl",9,"RRAn","Norm","1Fam","2Story",6,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,841,841,"GasA","Ex","Y","SBrkr",892,783,0,1675,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1999,"Fin",2,502,"TA","TA","Y",0,103,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",181000
527302060,60,"RL",78,12090,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",20,"Norm","Norm","1Fam","2Story",7,7,1981,2003,"Gable","CompShg","MetalSd","MetalSd","BrkFace",306,"Gd","TA","CBlock","Gd","TA","No","ALQ",321,"Unf",0,404,725,"GasA","Ex","Y","SBrkr",725,754,0,1479,0,0,2,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1981,"RFn",2,484,"TA","TA","Y",167,72,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",194612.351170673
531477050,30,"RH",70,9800,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",23,"Feedr","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","N","FuseA",1012,0,0,1012,0,0,1,0,2,1,"TA",5,"Typ",0,"NA","Detchd",1920,"Unf",1,429,"TA","TA","Y",121,0,80,0,0,0,"NA","NA","NA",0,"WD ","Normal",80629.0713419639
924100050,50,"RL",68,10544,"Pave","NA","IR1","Lvl","AllPub","Inside","Mod",15,"Norm","Norm","1Fam","1.5Fin",5,5,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",476,"Unf",0,388,864,"GasA","TA","Y","SBrkr",864,615,0,1479,0,0,2,0,5,1,"TA",8,"Typ",0,"NA","Attchd",1969,"Fin",1,275,"TA","TA","Y",287,0,280,0,0,0,"NA","NA","NA",0,"WD ","Normal",191696.282563424
903202120,50,"RL",65,6435,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",4,"RRAn","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Gd","Y","SBrkr",972,605,0,1577,0,0,1,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",169040.129724613
902128100,50,"RM",40,4400,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",21,"Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,648,648,"GasA","TA","Y","FuseA",734,384,0,1118,0,0,1,0,2,1,"TA",6,"Typ",0,"NA","Detchd",1990,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",139444.323183457
527256040,20,"RL",81,13870,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl",25,"PosA","PosA","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",250,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1152,"Unf",0,590,1742,"GasA","Ex","Y","SBrkr",2042,0,0,2042,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2007,"Fin",3,724,"TA","TA","Y",240,52,0,0,174,0,"NA","NA","NA",0,"New","Partial",507110.149276544
906378120,20,"RL",71,9178,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",6,"Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",306,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1643,1643,"GasA","Ex","Y","SBrkr",1651,0,0,1651,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"Fin",3,870,"TA","TA","Y",204,64,0,0,0,0,"NA","NA","NA",0,"New","Partial",287566.606207205
527404150,20,"RL",,7340,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",16,"Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",322,"Unf",0,536,858,"GasA","TA","Y","SBrkr",858,0,0,858,0,0,1,0,2,1,"TA",4,"Typ",0,"NA","Detchd",1979,"Unf",1,684,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",121157.848424723
528235170,20,"RL",59,10936,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",9,"Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1510,1510,"GasA","Ex","Y","SBrkr",1525,0,0,1525,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,534,"TA","TA","Y",100,18,0,0,0,0,"NA","NA","NA",0,"New","Partial",239815.409245676
534278150,20,"RL",,14357,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl",16,"Norm","Norm","1Fam","1Story",5,5,1961,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"LwQ",167,386,864,"GasA","TA","Y","SBrkr",1187,0,0,1187,1,0,1,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1961,"RFn",2,440,"TA","TA","Y",128,0,0,0,0,0,"NA","NA","NA",0,"CWD","Normal",169542.947327744
902304040,70,"RM",90,9900,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",21,"Norm","Norm","1Fam","2Story",6,4,1880,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Unf",0,"Unf",0,1008,1008,"GasW","TA","Y","SBrkr",1178,1032,0,2210,0,0,2,0,5,1,"Fa",8,"Typ",0,"NA","Detchd",1930,"Unf",1,205,"Fa","TA","N",0,48,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",136067.587324311
535153070,20,"RL",73,8760,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",16,"Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","MetalSd","MetalSd","BrkFace",220,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1194,1194,"GasA","TA","Y","SBrkr",1194,0,0,1194,1,0,1,0,3,1,"TA",6,"Typ",0,"NA","Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,120,0,0,0,"NA","NA","NA",0,"WD ","Normal",197420.586316923
535375160,50,"RL",45,7506,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",21,"Norm","Norm","1Fam","1.5Fin",5,8,1925,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,412,0,1159,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1932,"Unf",1,288,"Fa","TA","N",84,0,96,0,0,0,"NA","NA","NA",0,"WD ","Normal",122513.938594299
534401200,80,"RL",80,9200,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",16,"Norm","Norm","1Fam","SLvl",6,5,1965,1965,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"TA","TA","CBlock","TA","TA","Gd","GLQ",494,"Unf",0,548,1042,"GasA","TA","Y","SBrkr",1042,0,0,1042,0,0,2,0,3,1,"TA",5,"Typ",0,"NA","Attchd",1965,"RFn",2,440,"TA","TA","Y",192,0,0,0,0,0,"NA","GdPrv","NA",0,"WD ","Normal",194700.446358885
916384080,20,"RL",64,9037,"Pave","NA","IR1","HLS","AllPub","Inside","Gtl",27,"Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",292935.624175804
903452025,30,"RM",,6291,"Grvl","NA","IR1","Lvl","AllPub","Inside","Gtl",12,"RRNe","Norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg","Stucco","Wd Shng","None",0,"Gd","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","TA","Y","SBrkr",768,0,0,768,0,0,1,0,1,1,"TA",4,"Typ",0,"NA","Detchd",1930,"Unf",2,440,"TA","TA","N",0,0,84,0,0,0,"NA","NA","NA",0,"WD ","Normal",103517.180932132
907410100,60,"RL",70,8400,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",6,"Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,784,784,"GasA","Ex","Y","SBrkr",784,827,0,1611,0,0,2,1,3,1,"Gd",6,"Typ",0,"NA","Attchd",2005,"RFn",2,572,"TA","TA","Y",144,36,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",222731.40588631
535450310,50,"RL",78,10496,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",16,"Artery","Norm","1Fam","1.5Fin",6,6,1949,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",320,"TA","TA","CBlock","TA","TA","Mn","Rec",196,"Unf",0,844,1040,"GasA","Ex","Y","SBrkr",1168,678,0,1846,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1949,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"WD ","Normal",157960.911616054
908103280,20,"RL",65,6500,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",8,"Norm","Norm","1Fam","1Story",6,6,1976,1976,"Hip","CompShg","HdBoard","Plywood","BrkFace",84,"TA","TA","CBlock","TA","Ex","No","BLQ",1033,"Unf",0,94,1127,"GasA","TA","Y","SBrkr",1127,0,0,1127,0,1,1,1,3,1,"TA",6,"Typ",1,"Po","Detchd",1991,"Unf",2,480,"TA","TA","Y",0,0,138,0,0,0,"NA","NA","NA",0,"WD ","Normal",161686.105552428
909252110,70,"RL",63,15576,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",7,"Norm","Norm","1Fam","2Story",6,7,1915,1976,"Gable","CompShg","Wd Sdng","Plywood","None",0,"TA","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,840,0,1680,0,0,2,0,4,1,"TA",8,"Typ",0,"NA","Attchd",1960,"Unf",1,308,"TA","TA","Y",0,0,160,0,0,0,"NA","NA","NA",0,"WD ","Normal",212867.09067086
902128170,30,"RM",60,7200,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",21,"Norm","Norm","1Fam","1Story",5,7,1940,1992,"Gable","CompShg","MetalSd","MetalSd","Stone",294,"TA","Gd","CBlock","TA","TA","No","BLQ",510,"Unf",0,278,788,"GasA","TA","Y","SBrkr",804,0,0,804,1,0,1,0,2,1,"Gd",4,"Typ",2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,154,0,0,0,"NA","MnPrv","NA",0,"WD ","Abnorml",143223.149332082
903227150,50,"RM",53,6360,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",4,"Feedr","Norm","1Fam","1.5Fin",5,6,1942,1950,"Gable","CompShg","MetalSd","MetalSd","Stone",300,"TA","TA","CBlock","TA","TA","No","Rec",360,"LwQ",159,316,835,"GasA","TA","Y","FuseA",955,498,0,1453,0,0,1,1,3,1,"Gd",7,"Min2",2,"Fa","Detchd",1942,"Unf",1,240,"TA","TA","Y",0,0,35,0,148,0,"NA","NA","NA",0,"WD ","Normal",159130.722130773
528366050,20,"RL",,12692,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",17,"Norm","Norm","1Fam","1Story",8,5,1992,1993,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1231,"Unf",0,1969,3200,"GasA","Ex","Y","SBrkr",3228,0,0,3228,1,0,3,0,4,1,"Gd",10,"Typ",1,"Gd","Attchd",1992,"RFn",2,546,"TA","TA","Y",264,75,291,0,0,0,"NA","NA","NA",0,"WD ","Normal",503660.85149041
535325130,80,"RL",55,7700,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",16,"Norm","Norm","1Fam","SLvl",5,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",271,"Unf",0,30,301,"GasA","Ex","Y","FuseA",1145,0,0,1145,0,0,1,0,3,1,"TA",6,"Min2",0,"NA","Detchd",1993,"Unf",2,684,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,"WD ","Normal",157091.994686865
904350045,50,"RL",65,6001,"Pave","NA","IR1","Bnk","AllPub","Inside","Mod",26,"Norm","Norm","1Fam","1.5Fin",6,5,1940,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","LwQ",368,"Unf",0,232,600,"GasA","Ex","N","SBrkr",600,319,0,919,0,0,1,0,3,1,"TA",5,"Typ",0,"NA","Detchd",1940,"Unf",1,231,"TA","TA","Y",0,0,45,0,0,0,"NA","MnPrv","NA",0,"WD ","Normal",113930.236738287
907418010,20,"RL",85,11058,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",6,"Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",212,"Gd","TA","PConc","Gd","TA","No","GLQ",56,"Unf",0,1508,1564,"GasA","Ex","Y","SBrkr",1564,0,0,1564,0,0,2,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",2007,"RFn",3,814,"TA","TA","Y",0,24,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",264034.735668849
528221090,60,"RL",65,9018,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl",9,"Norm","Norm","1Fam","2Story",7,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2007,"Fin",2,400,"TA","TA","Y",100,24,0,0,0,0,"NA","NA","NA",0,"New","Partial",208068.988690122
528458160,20,"FV",85,9187,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",24,"Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2009,"Fin",3,478,"TA","TA","Y",195,130,0,0,0,0,"NA","NA","NA",0,"New","Partial",395523.780020702
535403200,20,"RL",60,7332,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",16,"Norm","Norm","1Fam","1Story",6,6,1959,1959,"Gable","CompShg","WdShing","Wd Shng","BrkFace",207,"TA","TA","CBlock","TA","TA","No","BLQ",414,"Unf",0,450,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"Gd",4,"Typ",0,"NA","Attchd",1959,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,"NA","NA","NA",0,"WD ","Abnorml",144478.557581124
905201020,20,"RL",94,9239,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",22,"Feedr","Norm","1Fam","1Story",5,8,1963,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","CBlock","TA","TA","No","GLQ",634,"Unf",0,326,960,"GasA","Ex","Y","SBrkr",960,0,0,960,1,0,1,0,3,1,"Gd",6,"Typ",0,"NA","Attchd",1963,"Fin",1,300,"TA","TA","Y",168,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",179001.191129574
902205010,30,"RM",50,5925,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl",21,"Norm","Norm","1Fam","1Story",2,4,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","NA","NA","NA","NA",0,"NA",0,0,0,"GasA","Fa","N","FuseA",612,0,0,612,0,0,1,0,1,1,"TA",4,"Typ",0,"NA","Detchd",1965,"Unf",1,308,"TA","Fa","N",0,0,25,0,0,0,"NA","NA","NA",0,"WD ","Normal",54166.0177703498
903234090,70,"RM",51,6120,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",21,"Artery","Norm","1Fam","2Story",5,5,1923,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",203,"Unf",0,897,1100,"GasA","TA","Y","SBrkr",1226,676,0,1902,0,0,2,0,4,1,"TA",7,"Typ",0,"NA","Detchd",1960,"Unf",2,576,"TA","TA","Y",0,139,55,0,0,0,"NA","NA","NA",0,"WD ","Normal",136541.945775006
905103040,60,"RL",70,11184,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl",22,"Norm","Norm","1Fam","2Story",6,5,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",92,"TA","TA","CBlock","TA","TA","No","LwQ",226,"Rec",500,192,918,"GasA","Gd","Y","SBrkr",918,765,0,1683,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"RFn",2,440,"TA","TA","Y",243,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",207707.773768187
903476100,45,"RM",55,4388,"Pave","NA","IR1","Bnk","AllPub","Inside","Gtl",21,"Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","LwQ",116,"Unf",0,556,672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","NA",,"NA",0,0,"NA","NA","N",0,0,0,0,0,0,"NA","NA","NA",0,"WD ","Normal",98078.1162909523
